triple;exact_accuracy;gold_triple_exact;partial_accuracyV2;gold_triple_partialV2
('Sathiyan Gnanasekaran', 'PARTICIPATES_IN', '2022 Commonwealth Games');False;;True;[('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2022'), ('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2022'), ('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2022'), ('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2022'), ('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2022'), ('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2022')]
('Sathiyan Gnanasekaran', 'PARTICIPATES_IN', '2018 Commonwealth Games');False;;True;[('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2018'), ('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2018'), ('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2018'), ('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2018'), ('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2018'), ('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2018'), ('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2018'), ('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2018'), ('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2018'), ('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2018'), ('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2018'), ('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2018'), ('Sathiyan Gnanasekaran', 'OCCURRED_IN', '2018')]
('Sorayuth Suthassanachinda', 'BORN_ON', '11/05/1966');True;[('Sorayuth Suthassanachinda', 'BORN_ON', '1966'), ('Sorayuth Suthassanachinda', 'BORN_ON', '1966')];True;[('Sorayuth Suthassanachinda', 'OCCURRED_IN', '1966'), ('Sorayuth Suthassanachinda', 'OCCURRED_IN', '1966'), ('Sorayuth Suthassanachinda', 'BORN_IN', '1966'), ('Sorayuth Suthassanachinda', 'BORN_ON', '1966'), ('Sorayuth Suthassanachinda', 'BORN_IN', '1966'), ('Sorayuth Suthassanachinda', 'BORN_ON', '1966')]
('Sorayuth Suthassanachinda', 'HAS_NATIONALITY', 'Thai');False;;True;[('Sorayuth Suthassanachinda', 'BORN_IN', 'Phaya Thai, Bangkok, Thailand'), ('Sorayuth Suthassanachinda', 'birthPlace', 'Phaya Thai, Bangkok, Thailand'), ('Sorayuth Suthassanachinda', 'nativeNameLang', 'th'), ('Sorayuth Suthassanachinda', 'BORN_IN', 'Phaya Thai District'), ('Sorayuth Suthassanachinda', 'birthPlace', 'Phaya Thai District'), ('Sorayuth Suthassanachinda', 'subject', 'Thai television personalities'), ('Sorayuth Suthassanachinda', 'subject', 'Thai people of Chinese descent'), ('Sorayuth Suthassanachinda', 'subject', 'Thai journalists'), ('Sorayuth Suthassanachinda', 'subject', 'Thai columnists'), ('Sorayuth Suthassanachinda', 'wikiPageWikiLink', 'Thai television personalities'), ('Sorayuth Suthassanachinda', 'wikiPageWikiLink', 'Phaya Thai District'), ('Sorayuth Suthassanachinda', 'wikiPageWikiLink', 'The Nation (Thailand)'), ('Sorayuth Suthassanachinda', 'wikiPageWikiLink', 'Thai people of Chinese descent'), ('Sorayuth Suthassanachinda', 'wikiPageWikiLink', 'Supreme Court of Thailand'), ('Sorayuth Suthassanachinda', 'wikiPageWikiLink', 'Thai journalists'), ('Sorayuth Suthassanachinda', 'wikiPageWikiLink', 'Thai columnists'), ('Sorayuth Suthassanachinda', 'wikiPageWikiLink', 'Thai-Chinese')]
('Sorayuth Suthassanachinda', 'HAS_OCCUPATION', 'Sorayuth Suthassanachinda');True;[('Sorayuth Suthassanachinda', 'HAS_OCCUPATION', 'Sorayuth Suthassanachinda  PersonFunction  1'), ('Sorayuth Suthassanachinda', 'occupation', 'Sorayuth Suthassanachinda  PersonFunction  1')];True;[('Sorayuth Suthassanachinda', 'label', 'Sorayuth Suthassanachinda'), ('Sorayuth Suthassanachinda', 'name', 'Sorayuth Suthassanachinda'), ('Sorayuth Suthassanachinda', 'name', 'Sorayuth Suthassanachinda'), ('Sorayuth Suthassanachinda', 'nativeNameLang', 'th'), ('Sorayuth Suthassanachinda', 'sameAs', 'Sorayuth Suthassanachinda'), ('Sorayuth Suthassanachinda', 'HAS_OCCUPATION', 'Journalist'), ('Sorayuth Suthassanachinda', 'occupation', 'Journalist'), ('Sorayuth Suthassanachinda', 'wasDerivedFrom', 'Sorayuth Suthassanachinda?oldid=1094210604&ns=0'), ('Sorayuth Suthassanachinda', 'HAS_OCCUPATION', 'Journalist'), ('Sorayuth Suthassanachinda', 'occupation', 'Journalist'), ('Sorayuth Suthassanachinda', 'HAS_OCCUPATION', 'Sorayuth Suthassanachinda  PersonFunction  1'), ('Sorayuth Suthassanachinda', 'occupation', 'Sorayuth Suthassanachinda  PersonFunction  1'), ('Sorayuth Suthassanachinda', 'isPrimaryTopicOf', 'Sorayuth Suthassanachinda')]
('Petit Jean River Bridge', 'LOCATED_IN', 'Yell County, Arkansas');False;;True;[('Petit Jean River Bridge (Yell County, Arkansas)', 'label', 'Petit Jean River Bridge (Yell County, Arkansas)'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'subject', 'National Register of Historic Places in Yell County, Arkansas'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'subject', 'Transportation in Yell County, Arkansas'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'wikiPageWikiLink', 'National Register of Historic Places in Yell County, Arkansas'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'wikiPageWikiLink', 'Transportation in Yell County, Arkansas'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'wikiPageWikiLink', 'Yell County, Arkansas'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'wikiPageWikiLink', 'National Register of Historic Places listings in Yell County, Arkansas'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'wasDerivedFrom', 'Petit Jean River Bridge (Yell County, Arkansas)?oldid=1108310610&ns=0'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'isPrimaryTopicOf', 'Petit Jean River Bridge (Yell County, Arkansas)'), ('Petit Jean River Bridge', 'wikiPageWikiLink', 'Petit Jean River Bridge (Yell County, Arkansas)'), ('Petit Jean River Bridge', 'wikiPageDisambiguates', 'Petit Jean River Bridge (Yell County, Arkansas)')]
('Petit Jean River Bridge', 'CROSSES', 'Petit Jean River');False;;True;[('Petit Jean River Bridge (Yell County, Arkansas)', 'label', 'Petit Jean River Bridge (Yell County, Arkansas)'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'name', 'Petit Jean River Bridge'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'name', 'Petit Jean River Bridge'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'mapLabel', 'Petit Jean River Bridge'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'wikiPageWikiLink', 'Petit Jean River'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'wikiPageWikiLink', 'Petit Jean River Bridge (Logan County, Arkansas)'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'sameAs', 'Petit Jean River Bridge'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'wasDerivedFrom', 'Petit Jean River Bridge (Yell County, Arkansas)?oldid=1108310610&ns=0'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'isPrimaryTopicOf', 'Petit Jean River Bridge (Yell County, Arkansas)'), ('Petit Jean River Bridge', 'label', 'Petit Jean River Bridge'), ('Petit Jean River Bridge', 'wikiPageWikiLink', 'Petit Jean River Bridge (Logan County, Arkansas)'), ('Petit Jean River Bridge', 'wikiPageWikiLink', 'Petit Jean River Bridge (Yell County, Arkansas)'), ('Petit Jean River Bridge', 'wikiPageDisambiguates', 'Petit Jean River Bridge (Logan County, Arkansas)'), ('Petit Jean River Bridge', 'wikiPageDisambiguates', 'Petit Jean River Bridge (Yell County, Arkansas)'), ('Petit Jean River Bridge', 'sameAs', 'Petit Jean River Bridge'), ('Petit Jean River Bridge', 'sameAs', 'Petit Jean River Bridge'), ('Petit Jean River Bridge', 'sameAs', 'Petit Jean River Bridge'), ('Petit Jean River Bridge', 'wasDerivedFrom', 'Petit Jean River Bridge?oldid=1104034256&ns=0'), ('Petit Jean River Bridge', 'isPrimaryTopicOf', 'Petit Jean River Bridge')]
('Destruction of Petit Jean River Bridge', 'OCCURRED_ON', 'Petit Jean River Bridge');False;;True;[('Petit Jean River Bridge (Yell County, Arkansas)', 'label', 'Petit Jean River Bridge (Yell County, Arkansas)'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'name', 'Petit Jean River Bridge'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'name', 'Petit Jean River Bridge'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'mapLabel', 'Petit Jean River Bridge'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'wikiPageWikiLink', 'Petit Jean River'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'wikiPageWikiLink', 'Petit Jean River Bridge (Logan County, Arkansas)'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'sameAs', 'Petit Jean River Bridge'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'wasDerivedFrom', 'Petit Jean River Bridge (Yell County, Arkansas)?oldid=1108310610&ns=0'), ('Petit Jean River Bridge (Yell County, Arkansas)', 'isPrimaryTopicOf', 'Petit Jean River Bridge (Yell County, Arkansas)'), ('Petit Jean River Bridge', 'label', 'Petit Jean River Bridge'), ('Petit Jean River Bridge', 'wikiPageWikiLink', 'Petit Jean River Bridge (Logan County, Arkansas)'), ('Petit Jean River Bridge', 'wikiPageWikiLink', 'Petit Jean River Bridge (Yell County, Arkansas)'), ('Petit Jean River Bridge', 'wikiPageDisambiguates', 'Petit Jean River Bridge (Logan County, Arkansas)'), ('Petit Jean River Bridge', 'wikiPageDisambiguates', 'Petit Jean River Bridge (Yell County, Arkansas)'), ('Petit Jean River Bridge', 'sameAs', 'Petit Jean River Bridge'), ('Petit Jean River Bridge', 'sameAs', 'Petit Jean River Bridge'), ('Petit Jean River Bridge', 'sameAs', 'Petit Jean River Bridge'), ('Petit Jean River Bridge', 'wasDerivedFrom', 'Petit Jean River Bridge?oldid=1104034256&ns=0'), ('Petit Jean River Bridge', 'isPrimaryTopicOf', 'Petit Jean River Bridge')]
('undertrained trucker', 'INVOLVED_IN', 'Destruction of Petit Jean River Bridge');False;;False;
('Kwinana freight railway lines', 'LOCATED_IN', 'Kwinana Beach');False;;True;[('Kwinana freight railway', 'comment', 'The Kwinana freight railway lines are a network of railways predominantly servicing the heavy industrial areas at Kwinana Beach south of Perth and to provide for the transport of freight servicing Fremantle Harbour, Kewdale Intermodal Facility and other freight destinations Perth. While some lines were constructed in the 1900s, most of the network was constructed in the 1950s and 1960s. Arc Infrastructure leases the majority of the network, with the exception of privately owned spur lines.'), ('Kwinana freight railway', 'abstract', 'The Kwinana freight railway lines are a network of railways predominantly servicing the heavy industrial areas at Kwinana Beach south of Perth and to provide for the transport of freight servicing Fremantle Harbour, Kewdale Intermodal Facility and other freight destinations Perth. While some lines were constructed in the 1900s, most of the network was constructed in the 1950s and 1960s. Arc Infrastructure leases the majority of the network, with the exception of privately owned spur lines.'), ('Kwinana freight railway', 'LOCATED_IN', 'Perth'), ('Kwinana freight railway', 'LOCATED_IN', 'Western Australia'), ('Kwinana freight railway', 'wikiPageWikiLink', 'Kwinana Beach')]
('Kwinana freight railway lines', 'LOCATED_IN', 'Fremantle Harbour');False;;True;[('Kwinana freight railway', 'comment', 'The Kwinana freight railway lines are a network of railways predominantly servicing the heavy industrial areas at Kwinana Beach south of Perth and to provide for the transport of freight servicing Fremantle Harbour, Kewdale Intermodal Facility and other freight destinations Perth. While some lines were constructed in the 1900s, most of the network was constructed in the 1950s and 1960s. Arc Infrastructure leases the majority of the network, with the exception of privately owned spur lines.'), ('Kwinana freight railway', 'abstract', 'The Kwinana freight railway lines are a network of railways predominantly servicing the heavy industrial areas at Kwinana Beach south of Perth and to provide for the transport of freight servicing Fremantle Harbour, Kewdale Intermodal Facility and other freight destinations Perth. While some lines were constructed in the 1900s, most of the network was constructed in the 1950s and 1960s. Arc Infrastructure leases the majority of the network, with the exception of privately owned spur lines.'), ('Kwinana freight railway', 'LOCATED_IN', 'Perth'), ('Kwinana freight railway', 'LOCATED_IN', 'Western Australia'), ('Kwinana freight railway', 'wikiPageWikiLink', 'Fremantle Harbour')]
('Kwinana freight railway lines', 'LOCATED_IN', 'Kewdale Intermodal Facility');False;;True;[('Kwinana freight railway', 'comment', 'The Kwinana freight railway lines are a network of railways predominantly servicing the heavy industrial areas at Kwinana Beach south of Perth and to provide for the transport of freight servicing Fremantle Harbour, Kewdale Intermodal Facility and other freight destinations Perth. While some lines were constructed in the 1900s, most of the network was constructed in the 1950s and 1960s. Arc Infrastructure leases the majority of the network, with the exception of privately owned spur lines.'), ('Kwinana freight railway', 'abstract', 'The Kwinana freight railway lines are a network of railways predominantly servicing the heavy industrial areas at Kwinana Beach south of Perth and to provide for the transport of freight servicing Fremantle Harbour, Kewdale Intermodal Facility and other freight destinations Perth. While some lines were constructed in the 1900s, most of the network was constructed in the 1950s and 1960s. Arc Infrastructure leases the majority of the network, with the exception of privately owned spur lines.'), ('Kwinana freight railway', 'LOCATED_IN', 'Perth'), ('Kwinana freight railway', 'LOCATED_IN', 'Western Australia')]
('Arc Infrastructure', 'OPERATES_IN', 'Kwinana freight railway lines');False;;False;
('Nuffield Foundation', 'FOUNDED', 'Resource-based learning (RBL)');False;;False;
('B. F. Skinner', 'INFLUENCED_BY', 'Resource-based learning (RBL)');False;;True;[('B. F. Skinner', 'by', 'yes')]
('Wapato Corrections Facility', 'LOCATED_IN', 'St. Johns');False;;True;[('Wapato Corrections Facility', 'LOCATED_IN', 'Portland, Oregon, U.S.'), ('Wapato Corrections Facility', 'LOCATED_IN', 'Portland, Oregon'), ('Wapato Corrections Facility', 'wikiPageWikiLink', 'St. Johns, Portland, Oregon')]
('St. Johns', 'LOCATED_IN', 'Portland');False;;False;
('Wapato Corrections Facility', 'CONVERTED_TO', 'Bybee Lakes Hope Center');False;;False;
('Christoph Schuringa', 'AUTHORED', 'Hegel Bulletin');False;;False;
('Alison Stone', 'AUTHORED', 'Hegel Bulletin');False;;True;[('Alison Stone', 'wikiPageWikiLink', 'Hegel Bulletin')]
('Christoph Schuringa', 'MEMBER_OF', 'Hegel Society of Great Britain');False;;False;
('Alison Stone', 'MEMBER_OF', 'Hegel Society of Great Britain');False;;False;
('Hegel Bulletin', 'WORKS_ABOUT', 'Georg Wilhelm Friedrich Hegel');False;;True;[('Hegel Bulletin', 'subject', 'http://dbpedia.org/resource/Category:Works about Georg Wilhelm Friedrich Hegel'), ('Hegel Bulletin', 'wikiPageWikiLink', 'http://dbpedia.org/resource/Georg Wilhelm Friedrich Hegel'), ('Hegel Bulletin', 'wikiPageWikiLink', 'http://dbpedia.org/resource/Category:Works about Georg Wilhelm Friedrich Hegel')]
('Wolverhampton Wanderers', 'OWNED_BY', 'Fosun');False;;True;[('2016–17 Wolverhampton Wanderers F.C. season', 'wikiPageWikiLink', 'Fosun International')]
('Kenny Jackett', 'HAS_OCCUPATION', 'Wolverhampton Wanderers');False;;True;[('Kenny Jackett', 'subject', 'Wolverhampton Wanderers F.C. managers')]
('Kenny Jackett', 'REPLACED_BY', 'Walter Zenga');False;;False;
('Walter Zenga', 'REPLACED_BY', 'Paul Lambert');False;;False;
('Dalton Louis Rapattoni', 'PARTICIPATES_IN', 'American Idol Season 15');False;;True;[('Dalton Rapattoni', 'wikiPageWikiLink', 'American Idol')]
('Dalton Louis Rapattoni', 'BORN_ON', '1996-02-06');True;[('Dalton Rapattoni', 'BORN_ON', '1996'), ('Dalton Rapattoni', 'BORN_ON', '1996')];True;[('Dalton Rapattoni', 'BORN_IN', '1996'), ('Dalton Rapattoni', 'BORN_ON', '1996'), ('Dalton Rapattoni', 'BORN_IN', '1996'), ('Dalton Rapattoni', 'BORN_ON', '1996')]
('Dalton Louis Rapattoni', 'BORN_IN', 'Dallas, Texas');False;;True;[('Dalton Rapattoni', 'BORN_IN', 'Memphis, Tennessee, United States'), ('Dalton Rapattoni', 'BORN_IN', 'Memphis, Tennessee'), ('Dalton Rapattoni', 'BORN_IN', '1996'), ('Dalton Rapattoni', 'BORN_IN', '1996'), ('Dalton Rapattoni', 'wikiPageWikiLink', 'Dallas'), ('Dalton Rapattoni', 'wikiPageWikiLink', 'Dallas, Texas'), ('Dalton Rapattoni', 'ORIGINATES_FROM', 'Dallas, Texas'), ('Dalton Rapattoni', 'origin', 'Dallas, Texas'), ('Dalton Rapattoni', 'RESIDES_IN', 'Dallas, Texas'), ('Dalton Rapattoni', 'hometown', 'Dallas, Texas')]
('Dalton Louis Rapattoni', 'HAS_NATIONALITY', 'American');False;;True;[('Dalton Rapattoni', 'subject', '21st-century American singers'), ('Dalton Rapattoni', 'subject', 'American Idol participants'), ('Dalton Rapattoni', 'subject', '21st-century American male singers'), ('Dalton Rapattoni', 'wikiPageWikiLink', '21st-century American singers'), ('Dalton Rapattoni', 'wikiPageWikiLink', 'American Idol participants'), ('Dalton Rapattoni', 'wikiPageWikiLink', 'American Idol'), ('Dalton Rapattoni', 'wikiPageWikiLink', 'American Idol (season 15)'), ('Dalton Rapattoni', 'wikiPageWikiLink', '21st-century American male singers')]
('Hua Hin Municipal Stadium', 'LOCATED_IN', 'Hua Hin');True;[('Hua Hin Municipal Stadium', 'LOCATED_IN', 'Hua Hin District'), ('Hua Hin Municipal Stadium', 'LOCATED_IN', 'Hua Hin District')];True;[('Hua Hin Municipal Stadium', 'label', 'Hua Hin Municipal Stadium'), ('Hua Hin Municipal Stadium', 'comment', 'Hua Hin Municipal Stadium (Thai: สนามกีฬาเทศบาลเมืองหัวหิน) (known as Khao Takiap Stadium) is a multi-purpose stadium in Hua Hin District, Prachuap Khiri Khan Province, Thailand. It is currently used mostly for football matches and is the home stadium of Hua Hin City. The stadium holds 3,000 people. \n* v \n* t \n* e'), ('Hua Hin Municipal Stadium', 'name', 'Hua Hin Municipal Stadium'), ('Hua Hin Municipal Stadium', 'name', 'Hua Hin Municipal Stadium'), ('Hua Hin Municipal Stadium', 'operator', 'Hua Hin Municipality'), ('Hua Hin Municipal Stadium', 'OWNED_BY', 'Hua Hin Municipality'), ('Hua Hin Municipal Stadium', 'owner', 'Hua Hin Municipality'), ('Hua Hin Municipal Stadium', 'abstract', 'Hua Hin Municipal Stadium (Thai: สนามกีฬาเทศบาลเมืองหัวหิน) (known as Khao Takiap Stadium) is a multi-purpose stadium in Hua Hin District, Prachuap Khiri Khan Province, Thailand. It is currently used mostly for football matches and is the home stadium of Hua Hin City. The stadium holds 3,000 people. \n* v \n* t \n* e'), ('Hua Hin Municipal Stadium', 'LOCATED_IN', 'Prachuap Khiri Khan Province'), ('Hua Hin Municipal Stadium', 'LOCATED_IN', 'Hua Hin District'), ('Hua Hin Municipal Stadium', 'location', 'Hua Hin District'), ('Hua Hin Municipal Stadium', 'LOCATED_IN', 'Thailand'), ('Hua Hin Municipal Stadium', 'wikiPageWikiLink', 'Hua Hin City F.C.'), ('Hua Hin Municipal Stadium', 'wikiPageWikiLink', 'Hua Hin District'), ('Hua Hin Municipal Stadium', 'sameAs', 'Hua Hin Municipal Stadium'), ('Hua Hin Municipal Stadium', 'sameAs', 'Hua Hin municipal Stadium'), ('Hua Hin Municipal Stadium', 'sameAs', 'Hua Hin Municipal Stadium'), ('Hua Hin Municipal Stadium', 'LOCATED_IN', 'Prachuap Khiri Khan Province'), ('Hua Hin Municipal Stadium', 'LOCATED_IN', 'Hua Hin District'), ('Hua Hin Municipal Stadium', 'location', 'Hua Hin District'), ('Hua Hin Municipal Stadium', 'LOCATED_IN', 'Thailand'), ('Hua Hin Municipal Stadium', 'tenants', 'Hua Hin City F.C.'), ('Hua Hin Municipal Stadium', 'wasDerivedFrom', 'Hua Hin Municipal Stadium?oldid=1111861050&ns=0'), ('Hua Hin Municipal Stadium', 'tenant', 'Hua Hin City F.C.'), ('Hua Hin Municipal Stadium', 'isPrimaryTopicOf', 'Hua Hin Municipal Stadium'), ('Hua Hin', 'label', 'Hua Hin'), ('Hua Hin', 'wikiPageWikiLink', 'Hua Hin district'), ('Hua Hin', 'wikiPageRedirects', 'Hua Hin district'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin (lungsod)'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin (stad)'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'wasDerivedFrom', 'Hua Hin?oldid=1068040606&ns=0'), ('Hua Hin', 'isPrimaryTopicOf', 'Hua Hin')]
('Hua Hin', 'LOCATED_IN', 'Prachuap Khiri Khan');True;[('Hua Hin Municipal Stadium', 'LOCATED_IN', 'Prachuap Khiri Khan Province'), ('Hua Hin Municipal Stadium', 'LOCATED_IN', 'Prachuap Khiri Khan Province')];True;[('Hua Hin Municipal Stadium', 'comment', 'Hua Hin Municipal Stadium (Thai: สนามกีฬาเทศบาลเมืองหัวหิน) (known as Khao Takiap Stadium) is a multi-purpose stadium in Hua Hin District, Prachuap Khiri Khan Province, Thailand. It is currently used mostly for football matches and is the home stadium of Hua Hin City. The stadium holds 3,000 people. \n* v \n* t \n* e'), ('Hua Hin Municipal Stadium', 'abstract', 'Hua Hin Municipal Stadium (Thai: สนามกีฬาเทศบาลเมืองหัวหิน) (known as Khao Takiap Stadium) is a multi-purpose stadium in Hua Hin District, Prachuap Khiri Khan Province, Thailand. It is currently used mostly for football matches and is the home stadium of Hua Hin City. The stadium holds 3,000 people. \n* v \n* t \n* e'), ('Hua Hin Municipal Stadium', 'LOCATED_IN', 'Prachuap Khiri Khan Province'), ('Hua Hin Municipal Stadium', 'location', 'Prachuap Khiri Khan Province'), ('Hua Hin Municipal Stadium', 'LOCATED_IN', 'Hua Hin District'), ('Hua Hin Municipal Stadium', 'LOCATED_IN', 'Thailand'), ('Hua Hin Municipal Stadium', 'subject', 'Sport in Prachuap Khiri Khan province'), ('Hua Hin Municipal Stadium', 'subject', 'Buildings and structures in Prachuap Khiri Khan province'), ('Hua Hin Municipal Stadium', 'wikiPageWikiLink', 'Prachuap Khiri Khan Province'), ('Hua Hin Municipal Stadium', 'wikiPageWikiLink', 'Sport in Prachuap Khiri Khan province'), ('Hua Hin Municipal Stadium', 'wikiPageWikiLink', 'Buildings and structures in Prachuap Khiri Khan province'), ('Hua Hin Municipal Stadium', 'LOCATED_IN', 'Prachuap Khiri Khan Province'), ('Hua Hin Municipal Stadium', 'location', 'Prachuap Khiri Khan Province'), ('Hua Hin Municipal Stadium', 'LOCATED_IN', 'Hua Hin District'), ('Hua Hin Municipal Stadium', 'LOCATED_IN', 'Thailand')]
('Hua Hin Municipal Stadium', 'HOME_GROUND_OF', 'Hua Hin City');False;;True;[('Hua Hin Municipal Stadium', 'comment', 'Hua Hin Municipal Stadium (Thai: สนามกีฬาเทศบาลเมืองหัวหิน) (known as Khao Takiap Stadium) is a multi-purpose stadium in Hua Hin District, Prachuap Khiri Khan Province, Thailand. It is currently used mostly for football matches and is the home stadium of Hua Hin City. The stadium holds 3,000 people. \n* v \n* t \n* e'), ('Hua Hin Municipal Stadium', 'abstract', 'Hua Hin Municipal Stadium (Thai: สนามกีฬาเทศบาลเมืองหัวหิน) (known as Khao Takiap Stadium) is a multi-purpose stadium in Hua Hin District, Prachuap Khiri Khan Province, Thailand. It is currently used mostly for football matches and is the home stadium of Hua Hin City. The stadium holds 3,000 people. \n* v \n* t \n* e'), ('Hua Hin Municipal Stadium', 'wikiPageWikiLink', 'Hua Hin City F.C.'), ('Hua Hin Municipal Stadium', 'tenants', 'Hua Hin City F.C.'), ('Hua Hin Municipal Stadium', 'tenant', 'Hua Hin City F.C.'), ('Hua Hin', 'label', 'Hua Hin'), ('Hua Hin', 'type', 'city'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'sameAs', 'Hua Hin'), ('Hua Hin', 'isPrimaryTopicOf', 'Hua Hin')]
('Anantapuram Municipal Corporation', 'LOCATED_IN', 'Anantapuram');False;;True;[('Anantapuram', 'label', 'Anantapuram'), ('Anantapuram', 'wikiPageWikiLink', 'Anantapur'), ('Anantapuram', 'wikiPageRedirects', 'Anantapur'), ('Anantapuram', 'wasDerivedFrom', 'Anantapuram?oldid=990916848&ns=0'), ('Anantapuram', 'isPrimaryTopicOf', 'Anantapuram')]
('Mayor of Anantapuram', 'GOVERNS', 'Anantapuram');False;;True;[('Anantapuram', 'label', 'Anantapuram'), ('Anantapuram', 'wikiPageWikiLink', 'Anantapur'), ('Anantapuram', 'wikiPageRedirects', 'Anantapur'), ('Anantapuram', 'wasDerivedFrom', 'Anantapuram?oldid=990916848&ns=0'), ('Anantapuram', 'isPrimaryTopicOf', 'Anantapuram')]
('Commissioner of Anantapuram Municipal Corporation', 'GOVERNS', 'Anantapuram Municipal Corporation');False;;True;[('Anantapuram', 'label', 'Anantapuram'), ('Anantapuram', 'wikiPageWikiLink', 'Anantapur'), ('Anantapuram', 'wikiPageRedirects', 'Anantapur'), ('Anantapuram', 'isPrimaryTopicOf', 'Anantapuram')]
('Anantapuram Municipal Corporation', 'ESTABLISHED_ON', '1869');False;;False;
('Anantapuram Municipal Corporation', 'UPGRADED_ON', '1950');False;;False;
