triple;exact_accuracy;gold_triple_exact;partial_accuracyV2;gold_triple_partialV2
('Charles Villar', 'BORN_ON', '01/1852');True;[('Charles Villar', 'BORN_ON', '1852'), ('Charles Villar', 'BORN_ON', '1852')];True;[('Charles Villar', 'BORN_ON', 'January 1852'), ('Charles Villar', 'OCCURRED_IN', '1852'), ('Charles Villar', 'BORN_IN', '1852'), ('Charles Villar', 'BORN_ON', '1852'), ('Charles Villar', 'BORN_IN', '1852'), ('Charles Villar', 'BORN_ON', '1852')]
('Charles Villar', 'DIED_ON', '21/09/1877');True;[('Charles Villar', 'DIED_ON', '1877'), ('Charles Villar', 'DIED_ON', '1877')];True;[('Charles Villar', 'OCCURRED_IN', '1877'), ('Charles Villar', 'OCCURRED_IN', '1877'), ('Charles Villar', 'DIED_IN', '1877'), ('Charles Villar', 'DIED_ON', '1877'), ('Charles Villar', 'DIED_IN', '1877'), ('Charles Villar', 'DIED_ON', '1877')]
('Charles Villar', 'BORN_IN', 'Scotland');False;;True;[('Charles Villar', 'BORN_IN', 'Leckhampton Park Farm, Cheltenham, England'), ('Charles Villar', 'BORN_IN', '1852'), ('Charles Villar', 'subject', 'Scotland international rugby union players'), ('Charles Villar', 'wikiPageWikiLink', 'Scotland national rugby union team'), ('Charles Villar', 'BORN_IN', '1852'), ('Charles Villar', 'wikiPageWikiLink', 'Scotland international rugby union players'), ('Charles Villar', 'PLAYS_FOR', 'Scotland national rugby union team'), ('Charles Villar', 'ruNationalteam', 'Scotland national rugby union team')]
('Charles Villar', 'PLAYS_FOR', 'Edinburgh District');False;;True;[('Charles Villar', 'subject', 'Edinburgh District (rugby union) players'), ('Charles Villar', 'wikiPageWikiLink', 'Edinburgh District (rugby union) players'), ('Charles Villar', 'wikiPageWikiLink', 'Edinburgh District (rugby union)'), ('Charles Villar', 'PLAYS_FOR', 'Warriston RFC'), ('Charles Villar', 'PLAYS_FOR', 'Edinburgh Wanderers'), ('Charles Villar', 'PLAYS_FOR', 'Scotland national rugby union team'), ('Charles Villar', 'ruProvince', 'Edinburgh District (rugby union)')]
('Charles Villar', 'PLAYS_FOR', 'Edinburgh Wanderers RFC');True;[('Charles Villar', 'PLAYS_FOR', 'Edinburgh Wanderers')];True;[('Charles Villar', 'subject', 'Edinburgh Wanderers RFC players'), ('Charles Villar', 'wikiPageWikiLink', 'Edinburgh Wanderers RFC players'), ('Charles Villar', 'wikiPageWikiLink', 'Edinburgh Wanderers'), ('Charles Villar', 'PLAYS_FOR', 'Warriston RFC'), ('Charles Villar', 'PLAYS_FOR', 'Edinburgh Wanderers'), ('Charles Villar', 'ruAmateurclubs', 'Edinburgh Wanderers'), ('Charles Villar', 'PLAYS_FOR', 'Scotland national rugby union team')]
('Charles Villar', 'PLAYS_FOR', 'Warriston RFC');True;[('Charles Villar', 'PLAYS_FOR', 'Warriston RFC')];True;[('Charles Villar', 'subject', 'Warriston RFC players'), ('Charles Villar', 'wikiPageWikiLink', 'Warriston RFC'), ('Charles Villar', 'wikiPageWikiLink', 'Warriston RFC players'), ('Charles Villar', 'PLAYS_FOR', 'Warriston RFC'), ('Charles Villar', 'ruAmateurclubs', 'Warriston RFC'), ('Charles Villar', 'PLAYS_FOR', 'Edinburgh Wanderers'), ('Charles Villar', 'PLAYS_FOR', 'Scotland national rugby union team')]
('Banca di Credito Popolare S.C.p.A.', 'HAS_BRANCHES', 'Banca di Credito Popolare S.C.p.A.');False;;True;[('Banca di Credito Popolare di Torre del Greco', 'label', 'Banca di Credito Popolare di Torre del Greco'), ('Banca di Credito Popolare di Torre del Greco', 'comment', 'Banca di Credito Popolare S.C.p.A. (BCP) is an Italian cooperative bank based in Torre del Greco, in Metropolitan City of Naples, Campania. Most of the revenue of the bank came from the Metropolitan City of Naples, which the bank had 44 branches in the metropolitan city.'), ('Banca di Credito Popolare di Torre del Greco', 'name', 'Banca di Credito Popolare'), ('Banca di Credito Popolare di Torre del Greco', 'name', 'Banca di Credito Popolare'), ('Banca di Credito Popolare di Torre del Greco', 'nativeName', 'Banca di Credito Popolare S.C.p.A.'), ('Banca di Credito Popolare di Torre del Greco', 'nativeNameLang', 'it'), ('Banca di Credito Popolare di Torre del Greco', 'abstract', 'Banca di Credito Popolare S.C.p.A. (BCP) is an Italian cooperative bank based in Torre del Greco, in Metropolitan City of Naples, Campania. Most of the revenue of the bank came from the Metropolitan City of Naples, which the bank had 44 branches in the metropolitan city.'), ('Banca di Credito Popolare di Torre del Greco', 'originalName', 'Banca di Credito Popolare S.C.p.A.'), ('Banca di Credito Popolare di Torre del Greco', 'wikiPageWikiLink', 'Banca Popolare di Secondigliano'), ('Banca di Credito Popolare di Torre del Greco', 'sameAs', 'Banca di Credito Popolare'), ('Banca di Credito Popolare di Torre del Greco', 'sameAs', 'Banca di Credito Popolare'), ('Banca di Credito Popolare di Torre del Greco', 'sameAs', 'Banca di Credito Popolare di Torre del Greco'), ('Banca di Credito Popolare di Torre del Greco', 'wasDerivedFrom', 'Banca di Credito Popolare di Torre del Greco?oldid=1012979938&ns=0'), ('Banca di Credito Popolare di Torre del Greco', 'isPrimaryTopicOf', 'Banca di Credito Popolare di Torre del Greco')]
('Banca di Credito Popolare S.C.p.A.', 'LOCATED_IN', 'Torre del Greco');False;;True;[('Banca di Credito Popolare di Torre del Greco', 'label', 'Banca di Credito Popolare di Torre del Greco'), ('Banca di Credito Popolare di Torre del Greco', 'comment', 'Banca di Credito Popolare S.C.p.A. (BCP) is an Italian cooperative bank based in Torre del Greco, in Metropolitan City of Naples, Campania. Most of the revenue of the bank came from the Metropolitan City of Naples, which the bank had 44 branches in the metropolitan city.'), ('Banca di Credito Popolare di Torre del Greco', 'abstract', 'Banca di Credito Popolare S.C.p.A. (BCP) is an Italian cooperative bank based in Torre del Greco, in Metropolitan City of Naples, Campania. Most of the revenue of the bank came from the Metropolitan City of Naples, which the bank had 44 branches in the metropolitan city.'), ('Banca di Credito Popolare di Torre del Greco', 'subject', 'Torre del Greco'), ('Banca di Credito Popolare di Torre del Greco', 'wikiPageWikiLink', 'Torre del Greco'), ('Banca di Credito Popolare di Torre del Greco', 'wikiPageWikiLink', 'Torre del Greco'), ('Banca di Credito Popolare di Torre del Greco', 'sameAs', 'Banca di Credito Popolare di Torre del Greco'), ('Banca di Credito Popolare di Torre del Greco', 'HAS_HEADQUARTERS', 'Torre del Greco'), ('Banca di Credito Popolare di Torre del Greco', 'hqLocationCity', 'Torre del Greco'), ('Banca di Credito Popolare di Torre del Greco', 'wasDerivedFrom', 'Banca di Credito Popolare di Torre del Greco?oldid=1012979938&ns=0'), ('Banca di Credito Popolare di Torre del Greco', 'locationCity', 'Torre del Greco'), ('Banca di Credito Popolare di Torre del Greco', 'isPrimaryTopicOf', 'Banca di Credito Popolare di Torre del Greco')]
('Torre del Greco', 'LOCATED_IN', 'Metropolitan City of Naples');False;;True;[('Banca di Credito Popolare di Torre del Greco', 'comment', 'Banca di Credito Popolare S.C.p.A. (BCP) is an Italian cooperative bank based in Torre del Greco, in Metropolitan City of Naples, Campania. Most of the revenue of the bank came from the Metropolitan City of Naples, which the bank had 44 branches in the metropolitan city.'), ('Banca di Credito Popolare di Torre del Greco', 'nativeNameLang', 'it'), ('Banca di Credito Popolare di Torre del Greco', 'abstract', 'Banca di Credito Popolare S.C.p.A. (BCP) is an Italian cooperative bank based in Torre del Greco, in Metropolitan City of Naples, Campania. Most of the revenue of the bank came from the Metropolitan City of Naples, which the bank had 44 branches in the metropolitan city.'), ('Torre del Greco', 'LOCATED_IN', 'Torre del Greco'), ('Torre del Greco', 'type', 'city'), ('Category:Torre del Greco', 'broader', 'Municipalities of the Metropolitan City of Naples'), ('Torre del Greco', 'wikiPageWikiLink', 'Metropolitan City of Naples'), ('Torre del Greco', 'wikiPageWikiLink', 'Naples')]
('Banca di Credito Popolare S.C.p.A.', 'FOUNDED_IN', '1888');False;;True;[('Banca di Credito Popolare di Torre del Greco', 'OCCURRED_IN', '1888'), ('Banca di Credito Popolare di Torre del Greco', 'OCCURRED_IN', '1888'), ('Banca di Credito Popolare di Torre del Greco', 'OCCURRED_IN', '1888'), ('Banca di Credito Popolare di Torre del Greco', 'OCCURRED_IN', '1888')]
('1979 Crossley Carpets Trophy', 'HELD_AT', 'Chichester');False;;True;[('1979 Crossley Carpets Trophy', 'mainName', 'Chichester Tennis Tournament'), ('1979 Crossley Carpets Trophy', 'LOCATED_IN', 'Chichester, England'), ('1979 Crossley Carpets Trophy', 'location', 'Chichester, England'), ('1979 Crossley Carpets Trophy', 'LOCATED_IN', 'Chichester'), ('1979 Crossley Carpets Trophy', 'location', 'Chichester'), ('1979 Crossley Carpets Trophy', 'subject', 'Chichester Tennis Tournament'), ('1979 Crossley Carpets Trophy', 'wikiPageWikiLink', 'Chichester Tennis Tournament'), ('1979 Crossley Carpets Trophy', 'wikiPageWikiLink', 'Chichester')]
('1979 Crossley Carpets Trophy', 'HELD_ON', '1979');False;;True;[('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979'), ('1979 Crossley Carpets Trophy', 'OCCURRED_IN', '1979')]
('1979 Crossley Carpets Trophy', 'HAS_PARTICIPANT', 'Evonne Goolagong Cawley');False;;True;[('1979 Crossley Carpets Trophy', 'champs', 'Evonne Goolagong Cawley'), ('1979 Crossley Carpets Trophy', 'wikiPageWikiLink', 'Evonne Goolagong Cawley'), ('1979 Crossley Carpets Trophy', 'wikiPageWikiLink', 'Evonne Goolagong Cawley career statistics'), ('1979 Crossley Carpets Trophy', 'championInSingleMale', 'Evonne Goolagong Cawley')]
('Evonne Goolagong Cawley', 'AWARDED', 'None');False;;False;
('1979 Crossley Carpets Trophy', 'IS_A_TYPE_OF', 'Chichester International');False;;True;[('1979 Crossley Carpets Trophy', 'type', 'Thing'), ('1979 Crossley Carpets Trophy', 'type', 'Event'), ('1979 Crossley Carpets Trophy', 'type', 'SportsEvent'), ('1979 Crossley Carpets Trophy', 'type', 'Event'), ('1979 Crossley Carpets Trophy', 'type', 'societal event'), ('1979 Crossley Carpets Trophy', 'type', 'tournament'), ('1979 Crossley Carpets Trophy', 'type', 'tennis tournament'), ('1979 Crossley Carpets Trophy', 'type', 'event'), ('1979 Crossley Carpets Trophy', 'type', 'tournament'), ('1979 Crossley Carpets Trophy', 'type', 'event'), ('1979 Crossley Carpets Trophy', 'type', 'sports event'), ('1979 Crossley Carpets Trophy', 'type', 'tennis tournament'), ('1979 Crossley Carpets Trophy', 'LOCATED_IN', 'Chichester'), ('1979 Crossley Carpets Trophy', 'location', 'Chichester'), ('1979 Crossley Carpets Trophy', 'wikiPageWikiLink', 'Chichester')]
('Tsai Yin Feng', 'PARTICIPATES_IN', '2007 FIVB Volleyball World Grand Prix');False;;False;
('Tsai Yin Feng', 'PARTICIPATES_IN', '2010 FIVB Volleyball World Grand Prix');False;;False;
('Tsai Yin Feng', 'PARTICIPATES_IN', '2010 Asian Games');False;;False;
('Pajot Hills Classic', 'OCCURS_ON', '30/03/2016');False;;True;[('2016 Pajot Hills Classic', 'OCCURRED_IN', '2016'), ('2016 Pajot Hills Classic', 'OCCURRED_IN', '2016'), ('2016 Pajot Hills Classic', 'OCCURRED_IN', '2016'), ('2016 Pajot Hills Classic', 'OCCURRED_IN', '2016'), ('2016 Pajot Hills Classic', 'OCCURRED_IN', '2016'), ('2016 Pajot Hills Classic', 'OCCURRED_IN', '2016'), ('2016 Pajot Hills Classic', 'OCCURRED_IN', '2016'), ('2016 Pajot Hills Classic', 'OCCURRED_IN', '2016'), ('2016 Pajot Hills Classic', 'OCCURRED_IN', '2016'), ('2016 Pajot Hills Classic', 'OCCURRED_IN', '2016'), ('2016 Pajot Hills Classic', 'OCCURRED_IN', '2016'), ('2016 Pajot Hills Classic', 'OCCURRED_IN', '2016'), ('2016 Pajot Hills Classic', 'OCCURRED_IN', '2016')]
('Pajot Hills Classic', 'HELD_IN', 'Gooik');False;;True;[('2016 Pajot Hills Classic', 'wikiPageWikiLink', 'Gooik')]
('Pajot Hills Classic', 'IS_A_TYPE_OF', 'Bicycle Racing');False;;True;[('2016 Pajot Hills Classic', 'wikiPageWikiLink', 'Road bicycle racing')]
('Pajot Hills Classic', 'HAS_CATEGORY', 'UCI 1.2');False;;False;
('Jacinto do Carmo Marques', 'BORN_ON', '01/11/1921');True;[('Jacinto Marques', 'BORN_ON', '1921'), ('Jacinto Marques', 'BORN_ON', '1921')];True;[('Jacinto Marques', 'OCCURRED_IN', '1921'), ('Jacinto Marques', 'OCCURRED_IN', '1921'), ('Jacinto Marques', 'BORN_IN', '1921'), ('Jacinto Marques', 'BORN_ON', '1921'), ('Jacinto Marques', 'BORN_IN', '1921'), ('Jacinto Marques', 'BORN_ON', '1921')]
('Jacinto do Carmo Marques', 'DIED_ON', '07/10/2000');False;;False;
('Jacinto do Carmo Marques', 'BORN_IN', 'Lisbon');False;;True;[('Jacinto Marques', 'BORN_IN', 'Cova da Piedade, Portugal'), ('Jacinto Marques', 'BORN_IN', 'Cova da Piedade'), ('Jacinto Marques', 'BORN_IN', '1921'), ('Jacinto Marques', 'subject', 'Footballers from Lisbon'), ('Jacinto Marques', 'BORN_IN', '1921'), ('Jacinto Marques', 'wikiPageWikiLink', 'Footballers from Lisbon')]
('Jacinto do Carmo Marques', 'PLAYS_FOR', 'S.L. Benfica');True;[('Jacinto Marques', 'PLAYS_FOR', 'S.L. Benfica'), ('Jacinto Marques', 'PLAYS_FOR', 'S.L. Benfica')];True;[('Jacinto Marques', 'subject', 'S.L. Benfica footballers'), ('Jacinto Marques', 'wikiPageWikiLink', 'S.L. Benfica'), ('Jacinto Marques', 'wikiPageWikiLink', 'S.L. Benfica footballers'), ('Jacinto Marques', 'PLAYS_FOR', 'S.L. Benfica'), ('Jacinto Marques', 'clubs', 'S.L. Benfica'), ('Jacinto Marques', 'PLAYS_FOR', 'S.L. Benfica'), ('Jacinto Marques', 'team', 'S.L. Benfica')]
('St. Anthony High School', 'HAS_BUILDING', 'St. Anthony High School Building');False;;True;[('St. Anthony High School (Detroit)', 'label', 'St. Anthony High School (Detroit)'), ('St. Anthony High School (Detroit)', 'name', 'St. Anthony High School'), ('St. Anthony High School (Detroit)', 'name', 'St. Anthony High School'), ('St. Anthony High School (Detroit)', 'type', 'school'), ('St. Anthony High School (Detroit)', 'type', 'School'), ('St. Anthony High School (Detroit)', 'type', 'school'), ('St. Anthony High School (Detroit)', 'sameAs', 'St. Anthony High School (Detroit)'), ('St. Anthony High School (Detroit)', 'sameAs', 'St. Anthony High School'), ('St. Anthony High School (Detroit)', 'wasDerivedFrom', 'St. Anthony High School (Detroit)?oldid=1038853265&ns=0'), ('St. Anthony High School (Detroit)', 'isPrimaryTopicOf', 'St. Anthony High School (Detroit)'), ('St. Anthony High School', 'label', 'St. Anthony High School'), ('St. Anthony High School', 'wasDerivedFrom', 'St. Anthony High School?oldid=671829739&ns=0'), ('St. Anthony High School', 'isPrimaryTopicOf', 'St. Anthony High School')]
('St. Anthony High School', 'HAS_BUILDING', 'New St. Anthony High School Building');False;;True;[('St. Anthony High School (Detroit)', 'label', 'St. Anthony High School (Detroit)'), ('St. Anthony High School (Detroit)', 'name', 'St. Anthony High School'), ('St. Anthony High School (Detroit)', 'name', 'St. Anthony High School'), ('St. Anthony High School (Detroit)', 'type', 'school'), ('St. Anthony High School (Detroit)', 'type', 'School'), ('St. Anthony High School (Detroit)', 'type', 'school'), ('St. Anthony High School (Detroit)', 'sameAs', 'St. Anthony High School (Detroit)'), ('St. Anthony High School (Detroit)', 'sameAs', 'St. Anthony High School'), ('St. Anthony High School (Detroit)', 'wasDerivedFrom', 'St. Anthony High School (Detroit)?oldid=1038853265&ns=0'), ('St. Anthony High School (Detroit)', 'isPrimaryTopicOf', 'St. Anthony High School (Detroit)'), ('St. Anthony High School', 'label', 'St. Anthony High School'), ('St. Anthony High School', 'wasDerivedFrom', 'St. Anthony High School?oldid=671829739&ns=0'), ('St. Anthony High School', 'isPrimaryTopicOf', 'St. Anthony High School')]
('St. Anthony High School', 'PARTICIPATES_IN', 'Michigan High School Athletic Association');False;;True;[('St. Anthony High School (Detroit)', 'type', 'school'), ('St. Anthony High School (Detroit)', 'type', 'School'), ('St. Anthony High School (Detroit)', 'type', 'school'), ('St. Anthony High School (Detroit)', 'wikiPageWikiLink', 'Michigan High School Athletic Association')]
('Formation of East Catholic High School', 'OCCURS_IN', 'St. Anthony High School');False;;True;[('East Catholic High School', 'type', 'school'), ('East Catholic High School', 'type', 'School'), ('East Catholic High School', 'type', 'school')]
('Acacia xanthocarpa', 'HAS_GENUS', 'Acacia xanthocarpa');True;[('Acacia xanthocarpa', 'genus', 'Acacia')];True;[('Acacia xanthocarpa', 'label', 'Acacia xanthocarpa'), ('Acacia xanthocarpa', 'comment', 'Acacia xanthocarpa is a shrub belonging to the genus Acacia and the subgenus Juliflorae that is endemic to aris parts of western Australia.'), ('Acacia xanthocarpa', 'genus', 'Acacia'), ('Acacia xanthocarpa', 'rangeMap', 'Acacia xanthocarpaDistMap968.png'), ('Acacia xanthocarpa', 'species', 'xanthocarpa'), ('Acacia xanthocarpa', 'abstract', 'Acacia xanthocarpa is a shrub belonging to the genus Acacia and the subgenus Juliflorae that is endemic to aris parts of western Australia.'), ('Acacia xanthocarpa', 'subject', 'Acacia'), ('Acacia xanthocarpa', 'wikiPageWikiLink', 'Acacia'), ('Acacia xanthocarpa', 'wikiPageWikiLink', 'Acacia'), ('Acacia xanthocarpa', 'sameAs', 'Acacia xanthocarpa'), ('Acacia xanthocarpa', 'sameAs', 'Acacia xanthocarpa'), ('Acacia xanthocarpa', 'sameAs', 'Acacia xanthocarpa'), ('Acacia xanthocarpa', 'sameAs', 'Acacia xanthocarpa'), ('Acacia xanthocarpa', 'sameAs', 'Acacia xanthocarpa'), ('Acacia xanthocarpa', 'sameAs', 'Acacia xanthocarpa'), ('Acacia xanthocarpa', 'wasDerivedFrom', 'Acacia xanthocarpa?oldid=1011452481&ns=0'), ('Acacia xanthocarpa', 'isPrimaryTopicOf', 'Acacia xanthocarpa')]
('Acacia xanthocarpa', 'IS_A_TYPE_OF', 'Acacia xanthocarpa');False;;True;[('Acacia xanthocarpa', 'label', 'Acacia xanthocarpa'), ('Acacia xanthocarpa', 'comment', 'Acacia xanthocarpa is a shrub belonging to the genus Acacia and the subgenus Juliflorae that is endemic to aris parts of western Australia.'), ('Acacia xanthocarpa', 'genus', 'Acacia'), ('Acacia xanthocarpa', 'rangeMap', 'Acacia xanthocarpaDistMap968.png'), ('Acacia xanthocarpa', 'species', 'xanthocarpa'), ('Acacia xanthocarpa', 'abstract', 'Acacia xanthocarpa is a shrub belonging to the genus Acacia and the subgenus Juliflorae that is endemic to aris parts of western Australia.'), ('Acacia xanthocarpa', 'subject', 'Acacia'), ('Acacia xanthocarpa', 'wikiPageWikiLink', 'Acacia'), ('Acacia xanthocarpa', 'wikiPageWikiLink', 'Acacia'), ('Acacia xanthocarpa', 'sameAs', 'Acacia xanthocarpa'), ('Acacia xanthocarpa', 'sameAs', 'Acacia xanthocarpa'), ('Acacia xanthocarpa', 'sameAs', 'Acacia xanthocarpa'), ('Acacia xanthocarpa', 'sameAs', 'Acacia xanthocarpa'), ('Acacia xanthocarpa', 'sameAs', 'Acacia xanthocarpa'), ('Acacia xanthocarpa', 'sameAs', 'Acacia xanthocarpa'), ('Acacia xanthocarpa', 'wasDerivedFrom', 'Acacia xanthocarpa?oldid=1011452481&ns=0'), ('Acacia xanthocarpa', 'isPrimaryTopicOf', 'Acacia xanthocarpa')]
('Bruce Maslin', 'CREATED', 'Acacia xanthocarpa');False;;False;
('Richard Sumner Cowan', 'CREATED', 'Acacia xanthocarpa');False;;False;
('Acacia xanthocarpa', 'DESCRIBED_IN', '1995');False;;True;[('Acacia xanthocarpa', 'OCCURRED_IN', '1995'), ('Acacia xanthocarpa', 'OCCURRED_IN', '1995')]
"('Akap Sinem', 'PARTICIPATES_IN', ""2003 Women's European Volleyball Championship"")";False;;True;[('Akap Sinem', 'OCCURRED_IN', '2003'), ('Akap Sinem', 'OCCURRED_IN', '2003'), ('Akap Sinem', 'OCCURRED_IN', '2003'), ('Akap Sinem', 'wikiPageWikiLink', 'Volleyball')]
('Akap Sinem', 'PARTICIPATES_IN', '2008 FIVB Volleyball World Grand Prix');False;;True;[('Akap Sinem', 'OCCURRED_IN', '2008'), ('Akap Sinem', 'wikiPageWikiLink', 'Volleyball')]
('Akap Sinem', 'PLAYS_FOR', 'Eczacibasi');True;[('Akap Sinem', 'PLAYS_FOR', 'Eczacibasi, TUR')];True;"[('Akap Sinem', 'PLAYS_FOR', 'Eczacibasi, TUR'), ('Akap Sinem', 'team', 'Eczacibasi, TUR'), ('Akap Sinem', 'PLAYS_FOR', ""Turkey women's national volleyball team"")]"
('Navrongo Solar Power Station', 'LOCATED_IN', 'Ghana');True;[('Navrongo Solar Power Station', 'LOCATED_IN', 'Ghana'), ('Navrongo Solar Power Station', 'LOCATED_IN', 'Ghana')];True;[('Navrongo Solar Power Station', 'comment', 'Navrongo Solar Power Station is a 2.5 MW (3,400 hp) solar power plant in Ghana.'), ('Navrongo Solar Power Station', 'abstract', 'Navrongo Solar Power Station is a 2.5 MW (3,400 hp) solar power plant in Ghana.'), ('Navrongo Solar Power Station', 'LOCATED_IN', 'Upper East Region'), ('Navrongo Solar Power Station', 'LOCATED_IN', 'Kassena-Nankana District'), ('Navrongo Solar Power Station', 'LOCATED_IN', 'Navrongo'), ('Navrongo Solar Power Station', 'subject', 'Solar power stations in Ghana'), ('Navrongo Solar Power Station', 'subject', 'Energy infrastructure in Ghana'), ('Navrongo Solar Power Station', 'wikiPageWikiLink', 'Electricity sector in Ghana'), ('Navrongo Solar Power Station', 'wikiPageWikiLink', 'List of power stations in Ghana'), ('Navrongo Solar Power Station', 'wikiPageWikiLink', 'Ghana'), ('Navrongo Solar Power Station', 'wikiPageWikiLink', 'Solar power stations in Ghana'), ('Navrongo Solar Power Station', 'wikiPageWikiLink', 'Energy infrastructure in Ghana'), ('Navrongo Solar Power Station', 'wikiPageWikiLink', 'Upper East Region, Ghana'), ('Navrongo Solar Power Station', 'LOCATED_IN', 'Ghana'), ('Navrongo Solar Power Station', 'country', 'Ghana'), ('Navrongo Solar Power Station', 'LOCATED_IN', 'Upper East Region'), ('Navrongo Solar Power Station', 'LOCATED_IN', 'Kassena-Nankana District'), ('Navrongo Solar Power Station', 'LOCATED_IN', 'Navrongo'), ('Navrongo Solar Power Station', 'LOCATED_IN', 'Ghana'), ('Navrongo Solar Power Station', 'country', 'Ghana')]
('Kassena-Nankana District', 'HAS_LOCATION', 'Ghana');False;;True;[('Kassena-Nankana District', 'pushpinMap', 'Ghana'), ('Kassena-Nankana District', 'title', 'Districts of Ghana'), ('Kassena-Nankana District', 'type', 'WikicatDistrictsOfGhana'), ('Kassena-Nankana District', 'wikiPageWikiLink', 'Regions of Ghana'), ('Kassena-Nankana District', 'wikiPageWikiLink', 'Ghana'), ('Kassena-Nankana District', 'wikiPageWikiLink', 'Districts of Ghana'), ('Kassena-Nankana District', 'subdivisionType', 'Regions of Ghana'), ('Kassena-Nankana District', 'LOCATED_IN', 'Ghana'), ('Kassena-Nankana District', 'country', 'Ghana'), ('Kassena-Nankana District', 'type', 'Districts of Ghana')]
('Upper East Region', 'HAS_MEMBER_VILLAGE', 'Ghana');False;;False;
('Michael Kelvin Ferber', 'PARTICIPATES_IN', 'The Spock Trial');False;;False;
('Dr. Benjamin Spock', 'PARTICIPATES_IN', 'The Spock Trial');False;;False;
('William Sloane Coffin, Jr.', 'PARTICIPATES_IN', 'The Spock Trial');False;;False;
('Mitchell Goodman', 'PARTICIPATES_IN', 'The Spock Trial');False;;False;
('Marcus Raskin', 'PARTICIPATES_IN', 'The Spock Trial');False;;False;
('The Boston Five', 'HAS_MEMBER', 'Michael Kelvin Ferber');False;;False;
('The Boston Five', 'HAS_MEMBER', 'Dr. Benjamin Spock');False;;False;
('The Boston Five', 'HAS_MEMBER', 'William Sloane Coffin, Jr.');False;;False;
('The Boston Five', 'HAS_MEMBER', 'Mitchell Goodman');False;;False;
('The Boston Five', 'HAS_MEMBER', 'Marcus Raskin');False;;False;
('KMM College of Arts and Science', 'HAS_AFFILIATION', 'Mahatma Gandhi University');True;[('KMM College of Arts and Science', 'affiliation', 'Mahatma Gandhi University, Kerala')];True;[('KMM College of Arts and Science', 'type', 'university'), ('KMM College of Arts and Science', 'type', 'university'), ('KMM College of Arts and Science', 'wikiPageWikiLink', 'Mahatma Gandhi University, Kerala'), ('KMM College of Arts and Science', 'AFFILIATED_WITH', 'Mahatma Gandhi University, Kerala'), ('KMM College of Arts and Science', 'affiliations', 'Mahatma Gandhi University, Kerala'), ('KMM College of Arts and Science', 'AFFILIATED_WITH', 'Mahatma Gandhi University, Kerala'), ('KMM College of Arts and Science', 'affiliation', 'Mahatma Gandhi University, Kerala')]
('KMM College of Arts and Science', 'LOCATED_IN', 'Thrikkakkara');True;[('KMM College of Arts and Science', 'LOCATED_IN', 'Thrikkakkara, Kochi'), ('KMM College of Arts and Science', 'LOCATED_IN', 'Thrikkakkara, Kochi')];True;[('KMM College of Arts and Science', 'LOCATED_IN', 'India'), ('KMM College of Arts and Science', 'wikiPageWikiLink', 'Thrikkakkara, Kochi'), ('KMM College of Arts and Science', 'LOCATED_IN', 'Thrikkakkara, Kochi'), ('KMM College of Arts and Science', 'city', 'Thrikkakkara, Kochi'), ('KMM College of Arts and Science', 'LOCATED_IN', 'Thrikkakkara, Kochi'), ('KMM College of Arts and Science', 'city', 'Thrikkakkara, Kochi')]
('Thrikkakkara', 'LOCATED_IN', 'Kochi');False;;False;
('Kochi', 'LOCATED_IN', 'Ernakulam district');False;;True;[('Kochi', 'blank2InfoSec', 'Am'), ('Category:Kochi', 'broader', 'Cities and towns in Ernakulam district')]
