triple;exact_accuracy;gold_triple_exact;partial_accuracyV2;gold_triple_partialV2
('George Henry Marriott', 'HAS_OCCUPATION', 'George Henry Marriott');False;;True;[('George Marriott', 'name in native language', 'George Marriott'), ('George Marriott', 'HAS_OCCUPATION', 'naval officer'), ('George Marriott', 'occupation', 'naval officer'), ('George Marriott', 'HAS_OCCUPATION', 'cricketer'), ('George Marriott', 'occupation', 'cricketer'), ('George Marriott', 'HAS_SURNAME', 'Marriott'), ('George Marriott', 'family name', 'Marriott'), ('George Marriott', 'given name', 'George'), ('George Marriott', 'name in native language', 'George Marriott '), ('George Marriott', 'label', 'George Marriott'), ('George Marriott', 'alternative label', 'George Henry Marriott'), ('George Marriott', 'HAS_OCCUPATION', 'politician'), ('George Marriott', 'occupation', 'politician')]
('Gawler Ranges', 'LOCATED_IN', 'Gawler Ranges National Park');False;;True;[('Gawler Ranges', 'label', 'Gawler Ranges'), ('Gawler Ranges', 'Commons category', 'Gawler Ranges'), ('Gawler Ranges', 'LOCATED_IN', 'Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges', 'label', 'Gawler Ranges'), ('Gawler Ranges', 'Commons category', 'Gawler Ranges'), ('Gawler Ranges', 'LOCATED_IN', 'Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges National Park', 'label', 'Gawler Ranges National Park'), ('Gawler Ranges National Park', 'LOCATED_IN', 'Australia'), ('Gawler Ranges National Park', 'instance of', 'national park'), ('Gawler Ranges National Park', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges National Park', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges National Park', 'Commons category', 'Gawler Ranges National Park')]
('Gawler Ranges', 'LOCATED_IN', 'Adelaide');False;;True;[('Gawler Ranges', 'LOCATED_IN', 'Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges', 'LOCATED_IN', 'Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges National Park', 'LOCATED_IN', 'Australia'), ('Gawler Ranges National Park', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges National Park', 'LOCATED_IN', 'South Australia')]
('Gawler Ranges', 'LOCATED_IN', 'Wudinna');False;;True;"[('Gawler Ranges', 'LOCATED_IN', 'Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges', 'LOCATED_IN', 'Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges National Park', 'directions', 'Approx. 40km from Minnipa & Wudinna townships'), ('Gawler Ranges National Park', 'LOCATED_IN', 'Australia'), ('Gawler Ranges National Park', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges National Park', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges National Park', 'significant place', 'Wudinna'), ('Gawler Ranges National Park', 'directions', 'Approx. 40km from Minnipa &amp; Wudinna townships ')]"
('Paney', 'PART_OF', 'Gawler Ranges');False;;False;
('Paney', 'PART_OF', 'Pygery');False;;False;
('Andrew Brody', 'BORN_IN', 'Orlando, Florida');True;[('Andrew Brody', 'BORN_IN', 'Orlando')];True;[('Andrew Brody', 'BORN_IN', 'Orlando'), ('Andrew Brody', 'place of birth', 'Orlando')]
('Andrew Brody', 'BORN_ON', '03/05/1995');True;[('Andrew Brody', 'BORN_ON', '03/05/1995')];True;[('Andrew Brody', 'BORN_ON', '03/05/1995')]
('Andrew Brody', 'HAS_NATIONALITY', 'American');True;[('Andrew Brody', 'HAS_NATIONALITY', 'American')];True;[('Andrew Brody', 'HAS_NATIONALITY', 'American'), ('Andrew Brody', 'description', 'American soccer player')]
('Andrew Brody', 'PLAYS_FOR', 'Real Salt Lake');False;;True;"[('Andrew Brody', 'PLAYS_FOR', 'Orlando City U-23'), ('Andrew Brody', 'PLAYS_FOR', 'Real Monarchs'), ('Andrew Brody', 'PLAYS_FOR', ""Louisville Cardinals men's soccer"")]"
('Lucius Virius Lupus Iulianus', 'HAS_OCCUPATION', 'MilitaryPersonnel');False;;True;[('Lucius Virius Lupus Julianus', 'HAS_OCCUPATION', 'politician'), ('Lucius Virius Lupus Julianus', 'occupation', 'politician')]
('Lucius Marius Maximus', 'HAS_OCCUPATION', 'MilitaryPersonnel');False;;False;
('Lucius Virius Lupus Iulianus', 'GOVERNED', 'Syria');False;;False;
('Lucius Virius Lupus Iulianus', 'LIVED_DURING', '3rd century');False;;False;
('Lucius Marius Maximus', 'LIVED_DURING', '3rd century');False;;False;
"('Shanxi Normal University Affiliated High School', 'LOCATED_IN', ""Xi'an"")";False;;True;"[('High School Affiliated to Shaanxi Normal University', 'LOCATED_IN', ""People's Republic of China""), ('High School Affiliated to Shaanxi Normal University', 'LOCATED_IN', 'Yanta District'), ('High School Affiliated to Shaanxi Normal University', 'LOCATED_IN', 'Yanta District'), ('High School Affiliated to Shaanxi Normal University', 'description', ""A complete secondary school in Xi'an"")]"
"(""Xi'an"", 'LOCATED_IN', 'Shaanxi')";False;;False;
('Shaanxi', 'LOCATED_IN', 'China');True;"[('High School Affiliated to Shaanxi Normal University', 'LOCATED_IN', ""People's Republic of China"")]";True;"[('High School Affiliated to Shaanxi Normal University', 'LOCATED_IN', ""People's Republic of China""), ('High School Affiliated to Shaanxi Normal University', 'country', ""People's Republic of China""), ('High School Affiliated to Shaanxi Normal University', 'LOCATED_IN', 'Yanta District'), ('High School Affiliated to Shaanxi Normal University', 'LOCATED_IN', 'Yanta District')]"
('Kindrum Lough', 'LOCATED_IN', 'County Donegal');True;[('Kindrum Lough', 'LOCATED_IN', 'County Donegal'), ('Kindrum Lough', 'LOCATED_IN', 'County Donegal')];True;[('Kindrum Lough', 'description', 'lake in County Donegal, Ireland'), ('Kindrum Lough', 'LOCATED_IN', 'Ireland'), ('Kindrum Lough', 'LOCATED_IN', 'County Donegal'), ('Kindrum Lough', 'LOCATED_IN', 'County Donegal'), ('Kindrum Lough', 'located in the administrative territorial entity', 'County Donegal'), ('Kindrum Lough', 'historic county', 'County Donegal')]
('Kindrum Lough', 'LOCATED_IN', 'Fanad Peninsula');False;;True;[('Kindrum Lough', 'LOCATED_IN', 'Ireland'), ('Kindrum Lough', 'LOCATED_IN', 'County Donegal'), ('Kindrum Lough', 'LOCATED_IN', 'County Donegal')]
('Jānis Alksnis', 'BORN_IN', 'Riga');False;;True;[('Jānis Alksnis', 'BORN_IN', 'Taurene Parish'), ('Jānis Alksnis', 'DIED_IN', 'Riga'), ('Jānis Alksnis', 'place of death', 'Riga')]
('Jānis Alksnis', 'DIED_IN', 'Riga');True;[('Jānis Alksnis', 'DIED_IN', 'Riga')];True;[('Jānis Alksnis', 'DIED_IN', 'Riga'), ('Jānis Alksnis', 'place of death', 'Riga')]
('Jānis Alksnis', 'BORN_ON', '07/12/1869');True;[('Jānis Alksnis', 'BORN_ON', '07/12/1869')];True;[('Jānis Alksnis', 'BORN_ON', '07/12/1869')]
('Jānis Alksnis', 'DIED_ON', '09/01/1939');True;[('Jānis Alksnis', 'DIED_ON', '09/01/1939')];True;[('Jānis Alksnis', 'DIED_ON', '09/01/1939')]
('Session One', 'OCCURS_IN', 'LTS Training school, Pompano Beach, Florida');False;;False;
('Li Zicheng', 'BORN_ON', '0/May/1959');True;[('Li Zicheng', 'BORN_ON', '1959')];True;[('Li Zicheng', 'BORN_ON', '1959'), ('Li Zicheng', 'date of birth', '1959'), ('Li Zicheng', 'BORN_ON', '22/09/1606')]
('Li Zicheng', 'HAS_NATIONALITY', 'Chinese Communist Party');True;[('Li Zicheng', 'HAS_NATIONALITY', 'Chinese'), ('Li Zicheng', 'HAS_NATIONALITY', 'Chinese')];True;[('Li Zicheng', 'HAS_NATIONALITY', 'Chinese'), ('Li Zicheng', 'HAS_NATIONALITY', 'Shun dynasty'), ('Li Zicheng', 'HAS_NATIONALITY', 'Qing dynasty'), ('Li Zicheng', 'HAS_NATIONALITY', 'Ming dynasty'), ('Li Zicheng', 'HAS_NATIONALITY', 'Chinese')]
('Li Zicheng', 'MEMBER_OF', 'Chinese Communist Party');False;;True;[('Li Zicheng', 'HAS_NATIONALITY', 'Chinese'), ('Li Zicheng', 'HAS_NATIONALITY', 'Chinese')]
('Li Zicheng', 'HAS_OCCUPATION', 'Huaihua');False;;True;[('Li Zicheng', 'HAS_OCCUPATION', 'politician'), ('Li Zicheng', 'occupation', 'politician'), ('Li Zicheng', 'HAS_OCCUPATION', 'Q88105342'), ('Li Zicheng', 'occupation', 'Q88105342'), ('Li Zicheng', 'HAS_OCCUPATION', 'politician'), ('Li Zicheng', 'occupation', 'politician'), ('Li Zicheng', 'HAS_OCCUPATION', 'athletics competitor'), ('Li Zicheng', 'occupation', 'athletics competitor')]
('Li Zicheng', 'PARTICIPATES_IN', '08/03/2016');False;;False;
('Mohammed Rabee', 'BORN_ON', '10/05/1982');True;[('Mohammed Rabee', 'BORN_ON', '10/05/1982')];True;[('Mohammed Rabee', 'BORN_ON', '10/05/1982')]
('Mohammed Rabee', 'HAS_NATIONALITY', 'Saudi');True;[('Mohammed Rabee', 'HAS_NATIONALITY', 'Saudi')];True;[('Mohammed Rabee', 'BORN_IN', 'Saudi Arabia'), ('Mohammed Rabee', 'place of birth', 'Saudi Arabia'), ('Mohammed Rabee', 'HAS_NATIONALITY', 'Saudi'), ('Mohammed Rabee', 'country of citizenship', 'Saudi Arabia')]
('Gaurika Singh', 'BORN_ON', '2002-11-26');False;;True;[('Gaurika Singh', 'BORN_ON', '26/11/2002')]
('Gaurika Singh', 'HAS_NATIONALITY', 'Nepalese');True;[('Gaurika Singh', 'HAS_NATIONALITY', 'Nepal')];True;[('Gaurika Singh', 'description', 'Nepalese swimmer'), ('Gaurika Singh', 'HAS_NATIONALITY', 'Nepal'), ('Gaurika Singh', 'country of citizenship', 'Nepal'), ('Gaurika Singh', 'country for sport', 'Nepal')]
('Gaurika Singh', 'PARTICIPATES_IN', '2019 South Asian Games');False;;False;
('Gaurika Singh', 'PARTICIPATES_IN', '2016 South Asian Games');False;;False;
('Gaurika Singh', 'PARTICIPATES_IN', '2016 Summer Olympics');False;;True;"[('Gaurika Singh', 'PARTICIPATED_IN', ""swimming at the 2016 Summer Olympics – women's 100 metre backstroke""), ('Gaurika Singh', 'participant in', ""swimming at the 2016 Summer Olympics – women's 100 metre backstroke"")]"
('Gaurika Singh', 'MEMBER_OF', 'Forbes 30 Under 30 Asia 2021');False;;False;
('Michel Paul Bernheim', 'BORN_ON', '17/01/1908');True;[('Michel Bernheim', 'BORN_ON', '17/01/1908')];True;[('Michel Bernheim', 'BORN_ON', '17/01/1908')]
('Michel Paul Bernheim', 'DIED_ON', '20/04/1985');True;[('Michel Bernheim', 'DIED_ON', '20/04/1985')];True;[('Michel Bernheim', 'DIED_ON', '20/04/1985')]
('Michel Paul Bernheim', 'BORN_IN', 'Paris');True;[('Michel Bernheim', 'BORN_IN', '8th arrondissement of Paris')];True;[('Michel Bernheim', 'BORN_IN', '8th arrondissement of Paris'), ('Michel Bernheim', 'place of birth', '8th arrondissement of Paris'), ('Michel Bernheim', 'DIED_IN', '14th arrondissement of Paris'), ('Michel Bernheim', 'place of death', '14th arrondissement of Paris')]
('Michel Paul Bernheim', 'HAS_NATIONALITY', 'French');True;[('Michel Bernheim', 'HAS_NATIONALITY', 'French')];True;[('Michel Bernheim', 'HAS_NATIONALITY', 'French'), ('Michel Bernheim', 'languages spoken, written or signed', 'French'), ('Michel Bernheim', 'description', 'French film director (1908–1985)')]
('Michel Paul Bernheim', 'HAS_OCCUPATION', 'Michel Paul Bernheim');False;;True;[('Michel Bernheim', 'label', 'Michel Bernheim'), ('Michel Bernheim', 'HAS_OCCUPATION', 'screenwriter'), ('Michel Bernheim', 'occupation', 'screenwriter'), ('Michel Bernheim', 'HAS_OCCUPATION', 'cinematographer'), ('Michel Bernheim', 'occupation', 'cinematographer'), ('Michel Bernheim', 'HAS_OCCUPATION', 'film director'), ('Michel Bernheim', 'occupation', 'film director'), ('Michel Bernheim', 'HAS_SURNAME', 'Bernheim'), ('Michel Bernheim', 'family name', 'Bernheim'), ('Michel Bernheim', 'given name', 'Michel'), ('Michel Bernheim', 'birth name', 'Michel Paul Bernheim '), ('Michel Bernheim', 'HAS_OCCUPATION', 'painter'), ('Michel Bernheim', 'occupation', 'painter'), ('Michel Bernheim', 'HAS_OCCUPATION', 'draftsperson'), ('Michel Bernheim', 'occupation', 'draftsperson'), ('Michel Bernheim', 'alternative label', 'Michel Paul Bernheim')]
('Apollonius of Chalcedon', 'HAS_NATIONALITY', 'Chalcedon');False;;True;[('Apollonius of Chalcedon', 'label', 'Apollonius of Chalcedon')]
('Antoninus Pius', 'HAS_NATIONALITY', 'Rome');False;;False;
('Marcus Aurelius', 'HAS_NATIONALITY', 'Rome');False;;False;
('Lucius Verus', 'HAS_NATIONALITY', 'Rome');False;;False;
('Demonax', 'HAS_NATIONALITY', 'Chalcedon');False;;False;
('Lucian', 'HAS_NATIONALITY', 'Chalcedon');False;;False;
('Apollonius of Chalcedon', 'BORN_IN', 'Chalcedon');False;;True;[('Apollonius of Chalcedon', 'label', 'Apollonius of Chalcedon')]
('Apollonius of Chalcedon', 'PARTICIPATES_IN', 'Rome');False;;False;
('2016 Arizona Democratic presidential primary', 'OCCURS_IN', 'Arizona');False;;True;[('2016 Arizona Democratic primary', 'alternative label', 'Arizona Democratic primary, 2016'), ('2016 Arizona Democratic primary', 'label', '2016 Arizona Democratic primary'), ('2016 Arizona Democratic primary', 'applies to jurisdiction', 'Arizona'), ('2016 Arizona Democratic primary', 'Commons category', 'Arizona Democratic primary, 2016'), ('2016 Arizona Democratic primary', 'follows', '2012 United States presidential election in Arizona'), ('2016 Arizona Democratic primary', 'followed by', '2020 Arizona Democratic primary')]
('2016 Democratic Party caucuses in Idaho', 'OCCURS_IN', 'Idaho');False;;False;
('2016 Democratic Party caucuses in Utah', 'OCCURS_IN', 'Utah');False;;False;
('2016 Republican Party primary in Arizona', 'OCCURS_IN', 'Arizona');False;;True;[('2016 Arizona Democratic primary', 'alternative label', 'Arizona Democratic primary, 2016'), ('2016 Arizona Democratic primary', 'label', '2016 Arizona Democratic primary'), ('2016 Arizona Democratic primary', 'applies to jurisdiction', 'Arizona'), ('2016 Arizona Democratic primary', 'Commons category', 'Arizona Democratic primary, 2016'), ('2016 Arizona Democratic primary', 'follows', '2012 United States presidential election in Arizona'), ('2016 Arizona Democratic primary', 'followed by', '2020 Arizona Democratic primary')]
('2016 Republican Party primary in American Samoa', 'OCCURS_IN', 'American Samoa');False;;False;
('Seppo Ilmari Linnainmaa', 'BORN_ON', '28/09/1945');True;[('Seppo Linnainmaa', 'BORN_ON', '1945')];True;[('Seppo Linnainmaa', 'BORN_ON', '1945'), ('Seppo Linnainmaa', 'date of birth', '1945')]
('Seppo Ilmari Linnainmaa', 'BORN_IN', 'Pori');True;[('Seppo Linnainmaa', 'BORN_IN', 'Pori')];True;[('Seppo Linnainmaa', 'BORN_IN', 'Pori'), ('Seppo Linnainmaa', 'place of birth', 'Pori')]
('Seppo Ilmari Linnainmaa', 'HAS_NATIONALITY', 'Finnish');False;;True;[('Seppo Linnainmaa', 'HAS_NATIONALITY', 'Finland'), ('Seppo Linnainmaa', 'languages spoken, written or signed', 'Finnish'), ('Seppo Linnainmaa', 'description', 'Finnish mathematician')]
('Seppo Ilmari Linnainmaa', 'HAS_OCCUPATION', 'Mathematician');True;[('Seppo Linnainmaa', 'HAS_OCCUPATION', 'mathematician'), ('Seppo Linnainmaa', 'occupation', 'mathematician')];True;[('Seppo Linnainmaa', 'HAS_OCCUPATION', 'computer scientist'), ('Seppo Linnainmaa', 'occupation', 'computer scientist'), ('Seppo Linnainmaa', 'HAS_OCCUPATION', 'mathematician'), ('Seppo Linnainmaa', 'occupation', 'mathematician'), ('Seppo Linnainmaa', 'description', 'Finnish mathematician')]
('Seppo Ilmari Linnainmaa', 'HAS_OCCUPATION', 'Computer Scientist');True;[('Seppo Linnainmaa', 'HAS_OCCUPATION', 'computer scientist'), ('Seppo Linnainmaa', 'occupation', 'computer scientist')];True;[('Seppo Linnainmaa', 'HAS_OCCUPATION', 'computer scientist'), ('Seppo Linnainmaa', 'occupation', 'computer scientist'), ('Seppo Linnainmaa', 'HAS_OCCUPATION', 'mathematician'), ('Seppo Linnainmaa', 'occupation', 'mathematician')]
('Seppo Ilmari Linnainmaa', 'MEMBER_OF', 'University of Helsinki');False;;True;[('Seppo Linnainmaa', 'EDUCATED_AT', 'University of Helsinki'), ('Seppo Linnainmaa', 'educated at', 'University of Helsinki'), ('Seppo Linnainmaa', 'WORKS_AT', 'University of Helsinki'), ('Seppo Linnainmaa', 'employer', 'University of Helsinki')]
('Helen Irene Battle', 'BORN_ON', '31/08/1903');True;[('Helen Battle', 'BORN_ON', '31/08/1903')];True;[('Helen Battle', 'BORN_ON', '31/08/1903')]
('Helen Irene Battle', 'DIED_ON', '17/06/1994');True;[('Helen Battle', 'DIED_ON', '17/06/1994')];True;[('Helen Battle', 'DIED_ON', '17/06/1994')]
('Helen Irene Battle', 'BORN_IN', 'London');True;[('Helen Battle', 'BORN_IN', 'London')];True;[('Helen Battle', 'BORN_IN', 'London'), ('Helen Battle', 'place of birth', 'London'), ('Helen Battle', 'DIED_IN', 'London'), ('Helen Battle', 'place of death', 'London')]
('Helen Irene Battle', 'HAS_OCCUPATION', 'Helen Irene Battle');False;;True;[('Helen Battle', 'HAS_OCCUPATION', 'zoologist'), ('Helen Battle', 'occupation', 'zoologist'), ('Helen Battle', 'HAS_OCCUPATION', 'biologist'), ('Helen Battle', 'occupation', 'biologist'), ('Helen Battle', 'HAS_OCCUPATION', 'marine biologist'), ('Helen Battle', 'occupation', 'marine biologist'), ('Helen Battle', 'HAS_OCCUPATION', 'ichthyologist'), ('Helen Battle', 'occupation', 'ichthyologist'), ('Helen Battle', 'HAS_SURNAME', 'Battle'), ('Helen Battle', 'family name', 'Battle'), ('Helen Battle', 'given name', 'Helen'), ('Helen Battle', 'label', 'Helen Battle'), ('Helen Battle', 'alternative label', 'Helen Irene Battle'), ('Helen Battle', 'HAS_OCCUPATION', 'zoologist'), ('Helen Battle', 'occupation', 'zoologist'), ('Helen Battle', 'HAS_OCCUPATION', 'biologist'), ('Helen Battle', 'occupation', 'biologist'), ('Helen Battle', 'HAS_OCCUPATION', 'marine biologist'), ('Helen Battle', 'occupation', 'marine biologist'), ('Helen Battle', 'HAS_OCCUPATION', 'ichthyologist'), ('Helen Battle', 'occupation', 'ichthyologist'), ('Helen Battle', 'HAS_SURNAME', 'Battle'), ('Helen Battle', 'family name', 'Battle'), ('Helen Battle', 'given name', 'Helen'), ('Helen Battle', 'label', 'Helen Battle'), ('Helen Battle', 'alternative label', 'Helen Irene Battle')]
('Helen Irene Battle', 'HAS_OCCUPATION', 'Helen Irene Battle');False;;True;[('Helen Battle', 'HAS_OCCUPATION', 'zoologist'), ('Helen Battle', 'occupation', 'zoologist'), ('Helen Battle', 'HAS_OCCUPATION', 'biologist'), ('Helen Battle', 'occupation', 'biologist'), ('Helen Battle', 'HAS_OCCUPATION', 'marine biologist'), ('Helen Battle', 'occupation', 'marine biologist'), ('Helen Battle', 'HAS_OCCUPATION', 'ichthyologist'), ('Helen Battle', 'occupation', 'ichthyologist'), ('Helen Battle', 'HAS_SURNAME', 'Battle'), ('Helen Battle', 'family name', 'Battle'), ('Helen Battle', 'given name', 'Helen'), ('Helen Battle', 'label', 'Helen Battle'), ('Helen Battle', 'alternative label', 'Helen Irene Battle'), ('Helen Battle', 'HAS_OCCUPATION', 'zoologist'), ('Helen Battle', 'occupation', 'zoologist'), ('Helen Battle', 'HAS_OCCUPATION', 'biologist'), ('Helen Battle', 'occupation', 'biologist'), ('Helen Battle', 'HAS_OCCUPATION', 'marine biologist'), ('Helen Battle', 'occupation', 'marine biologist'), ('Helen Battle', 'HAS_OCCUPATION', 'ichthyologist'), ('Helen Battle', 'occupation', 'ichthyologist'), ('Helen Battle', 'HAS_SURNAME', 'Battle'), ('Helen Battle', 'family name', 'Battle'), ('Helen Battle', 'given name', 'Helen'), ('Helen Battle', 'label', 'Helen Battle'), ('Helen Battle', 'alternative label', 'Helen Irene Battle')]
('Helen Irene Battle', 'STUDIED_AT', 'University of Toronto');False;;True;[('Helen Battle', 'EDUCATED_AT', 'University of Toronto'), ('Helen Battle', 'educated at', 'University of Toronto')]
('Helen Irene Battle', 'AFFILIATED_WITH', 'University of Western Ontario');False;;True;[('Helen Battle', 'WORKS_AT', 'Western University'), ('Helen Battle', 'employer', 'Western University')]
('XHATM-FM', 'OPERATES_IN', 'Morelia, Michoacán');False;;True;[('XHATM-FM', 'LOCATED_IN', 'Morelia'), ('XHATM-FM', 'LOCATED_IN', 'Morelia'), ('XHATM-FM', 'located in the administrative territorial entity', 'Morelia'), ('XHATM-FM', 'description', 'Radio station in Morelia, Michoacán')]
('XHATM-FM', 'OWNED_BY', 'Cadena RASA');False;;False;
('Champdor-Corcelles', 'CONSISTS_OF', 'Champdor');False;;True;"[('Champdor-Corcelles', 'office held by head of government', 'Mayor of Champdor-Corcelles'), ('Champdor-Corcelles', 'REPLACES', 'Champdor'), ('Champdor-Corcelles', 'replaces', 'Champdor'), ('Champdor-Corcelles', 'official name', 'Champdor-Corcelles '), ('Champdor-Corcelles', 'category for maps or plans', 'Category:Maps of Champdor-Corcelles'), ('Champdor-Corcelles', 'label', 'Champdor-Corcelles'), ('Champdor-Corcelles', 'NAMED_AFTER', 'Champdor'), ('Champdor-Corcelles', 'named after', 'Champdor'), ('Champdor-Corcelles', ""topic's main category"", 'Category:Champdor-Corcelles'), ('Champdor-Corcelles', 'Commons category', 'Champdor-Corcelles'), ('Champdor-Corcelles', 'pronunciation audio', 'https://commons.wikimedia.org/wiki/File:LL-Q150_(fra)-Beno%C3%AEt_Prieur-Champdor-Corcelles.wav'), ('Champdor-Corcelles', 'HAS_WEBSITE', 'http://champdor-corcelles.jimdo.com'), ('Champdor-Corcelles', 'official website', 'http://champdor-corcelles.jimdo.com')]"
('Champdor-Corcelles', 'CONSISTS_OF', 'Corcelles');False;;True;"[('Champdor-Corcelles', 'office held by head of government', 'Mayor of Champdor-Corcelles'), ('Champdor-Corcelles', 'official name', 'Champdor-Corcelles '), ('Champdor-Corcelles', 'category for maps or plans', 'Category:Maps of Champdor-Corcelles'), ('Champdor-Corcelles', 'label', 'Champdor-Corcelles'), ('Champdor-Corcelles', 'NAMED_AFTER', 'Corcelles'), ('Champdor-Corcelles', 'named after', 'Corcelles'), ('Champdor-Corcelles', ""topic's main category"", 'Category:Champdor-Corcelles'), ('Champdor-Corcelles', 'REPLACES', 'Corcelles'), ('Champdor-Corcelles', 'replaces', 'Corcelles'), ('Champdor-Corcelles', 'Commons category', 'Champdor-Corcelles'), ('Champdor-Corcelles', 'pronunciation audio', 'https://commons.wikimedia.org/wiki/File:LL-Q150_(fra)-Beno%C3%AEt_Prieur-Champdor-Corcelles.wav'), ('Champdor-Corcelles', 'HAS_WEBSITE', 'http://champdor-corcelles.jimdo.com'), ('Champdor-Corcelles', 'official website', 'http://champdor-corcelles.jimdo.com')]"
('Champdor-Corcelles', 'ESTABLISHED_ON', '01/01/2016');False;;False;
('Johannes Johannesen', 'HAS_NATIONALITY', 'Stavanger');False;;True;[('Johannes Johannesen', 'HAS_NATIONALITY', 'Kingdom of Denmark'), ('Johannes Johannesen', 'HAS_NATIONALITY', 'Norwegian'), ('Johannes Johannesen', 'BORN_IN', 'Stavanger'), ('Johannes Johannesen', 'place of birth', 'Stavanger')]
('Johannes Johannesen', 'BORN_IN', 'Stavanger');True;[('Johannes Johannesen', 'BORN_IN', 'Stavanger')];True;[('Johannes Johannesen', 'BORN_IN', 'Stavanger'), ('Johannes Johannesen', 'place of birth', 'Stavanger')]
('Johannes Johannesen', 'BORN_ON', '2018 Winter Olympics');False;;True;[('Johannes Johannesen', 'BORN_ON', '01/03/1997')]
('Johannes Johannesen', 'PARTICIPATES_IN', '2018 Winter Olympics');False;;False;
('Johannes Johannesen', 'MEMBER_OF', 'Västerviks IK');False;;False;
('Västerviks IK', 'LOCATED_IN', 'HockeyAllsvenskan');False;;False;
('Woo Won-shik', 'BORN_ON', '18/09/1957');True;[('Woo Won-shik', 'BORN_ON', '18/09/1957')];True;[('Woo Won-shik', 'BORN_ON', '18/09/1957')]
('Woo Won-shik', 'HAS_NATIONALITY', 'South Korean');True;[('Woo Won-shik', 'HAS_NATIONALITY', 'South Korea')];True;[('Woo Won-shik', 'description', 'South Korean politician (born 1957)'), ('Woo Won-shik', 'HAS_NATIONALITY', 'South Korea'), ('Woo Won-shik', 'country of citizenship', 'South Korea'), ('Woo Won-shik', 'native language', 'Korean'), ('Woo Won-shik', 'languages spoken, written or signed', 'Korean')]
('Woo Won-shik', 'STUDIED_AT', 'Yonsei University');False;;True;[('Woo Won-shik', 'EDUCATED_AT', 'Yonsei University'), ('Woo Won-shik', 'educated at', 'Yonsei University')]
('Woo Won-shik', 'MEMBER_OF', 'Seoul');False;;True;[('Woo Won-shik', 'BORN_IN', 'Seoul'), ('Woo Won-shik', 'place of birth', 'Seoul'), ('Woo Won-shik', 'MEMBER_OF', 'Democratic Party of Korea')]
('Gora Glušići', 'LOCATED_IN', 'Labin');True;[('Gora Glušići', 'LOCATED_IN', 'Labin'), ('Gora Glušići', 'LOCATED_IN', 'Labin')];True;[('Gora Glušići', 'description', 'settlement in the Town of Labin, Istria County, Croatia'), ('Gora Glušići', 'LOCATED_IN', 'Croatia'), ('Gora Glušići', 'LOCATED_IN', 'Istria County'), ('Gora Glušići', 'LOCATED_IN', 'Istria County'), ('Gora Glušići', 'LOCATED_IN', 'Labin'), ('Gora Glušići', 'LOCATED_IN', 'Labin'), ('Gora Glušići', 'located in the administrative territorial entity', 'Labin'), ('Gora Glušići', 'LOCATED_IN', 'UTC+01:00'), ('Gora Glušići', 'LOCATED_IN', 'UTC+02:00')]
('Labin', 'LOCATED_IN', 'Istria County');False;;False;
('Orme and Sons', 'FOUNDED_IN', 'Manchester');False;;False;
('Orme and Sons', 'PART_OF_EVENT', 'Amalgamation of Orme and Sons with Burroughs & Watts');False;;True;[('Orme and Sons', 'label', 'Orme and Sons')]
('Orme and Sons', 'PART_OF_EVENT', 'Disappearance of Orme and Sons');False;;True;[('Orme and Sons', 'label', 'Orme and Sons')]
('Orme and Sons', 'PART_OF_EVENT', 'Running of 77 leagues');False;;False;
('Oman', 'LOCATED_IN', 'Dar invites Oman to invest in sugar sector');False;;True;[('Romano R.5', 'LOCATED_IN', 'France')]
('Valérie Guiyoule', 'BORN_IN', 'Paris');True;[('Valérie Guiyoule', 'BORN_IN', 'Paris')];True;[('Valérie Guiyoule', 'BORN_IN', 'Paris'), ('Valérie Guiyoule', 'place of birth', 'Paris')]
('Valérie Guiyoule', 'BORN_ON', '03/08/1972');True;[('Valérie Guiyoule', 'BORN_ON', '03/08/1972')];True;[('Valérie Guiyoule', 'BORN_ON', '03/08/1972')]
('Valérie Guiyoule', 'HAS_NATIONALITY', 'French');True;[('Valérie Guiyoule', 'HAS_NATIONALITY', 'French')];True;[('Valérie Guiyoule', 'HAS_NATIONALITY', 'French'), ('Valérie Guiyoule', 'languages spoken, written or signed', 'French'), ('Valérie Guiyoule', 'description', 'French athletics competitor')]
